station,Water.Collection.Test.Start.Date,Reproductive.Rate..Young..U.2640..7days....Control.,X..Survival..7.days.,Assessment,stationID,Latitude,Longitude
Cryder Creek @ Paynesville 04031A01 (CRYD-01) [INTENSIVE],04-26-10/04-30-10,23.2 (109),100,Non-toxic,04031A01,42.00763,-77.84185
Cryder Creek @ Paynesville 04031A01 (CRYD-01) [INTENSIVE],07-26-10/07-30-10,24.4 (125),100,Non-toxic,04031A01,42.00763,-77.84185
Cryder Creek @ Paynesville 04031A01 (CRYD-01) [INTENSIVE],09-14-10/09-17-10,26.0 (130),100,Non-toxic,04031A01,42.00763,-77.84185
Deans Creek @ Westmoreland 12042103 (DEAN-01) [INTENSIVE],04-25-06/04-28-06,28.7 (101),100,Non-toxic,12042103,43.1169444,-75.4005555
Deans Creek @ Westmoreland 12042103 (DEAN-01) [INTENSIVE],07-06-06/07-07-06,17.2 (84),90,Non-toxic,12042103,43.1169444,-75.4005555
Deans Creek @ Westmoreland 12042103 (DEAN-01) [INTENSIVE],09-19-06/09-22-06,26.5 (137),100,Non-toxic,12042103,43.1169444,-75.4005555
Deer River @ Helena 09022101 (DERR-0.2) [INTENSIVE],05-12-15/05-15-15,26.5 (102),90,Non-toxic,9022101,44.9197222,-74.7225
Deer River @ Helena 09022101 (DERR-0.2) [INTENSIVE],08-04-15/08-07-15,**17.3 (67),90,Slightly Toxic,9022101,44.9197222,-74.7225
Deer River @ Helena 09022101 (DERR-0.2) [INTENSIVE],10-27-15/10-30-15,20.7 (98),90,Non-toxic,9022101,44.9197222,-74.7225
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],04-06-05/04-08-05,14.6 (58),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],04-26-10/04-30-10,20.6 (104),90,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],07-05-05/07-08-05,29.6 (88),90,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],07-19-10/07-23-10,24.9 (118),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],09-23-10/09-24-10,18.2 (94),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],10-11-05/10-14-05,13.8 (99),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Cochecton 14010047 (DELA-45.2) [INTENSIVE],07-29-15/07-31-15,12.0 (74),70,Non-toxic,14010047,41.705,-75.06694
Delaware River @ Cochecton 14010047 (DELA-45.2) [INTENSIVE],10-24-15/10-21-15,***17.7 (N/A),***100,N/A,14010047,41.705,-75.06694
Delaware River @ Cochecton 14010047 (DELA-45.2) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,14010047,41.705,-75.06694
Delaware River @ Port Jervis 14010001 (DELA-1.2) [ROUTINE],07-30-15/07-31-15,**4.7 (29),60,Slightly Toxic,14010001,41.372222,-74.697222
Delaware River @ Port Jervis 14010001 (DELA-1.2) [ROUTINE],10-24-15/10-22-15,***10.7 (N/A),***90,N/A,14010001,41.372222,-74.697222
Delaware River @ Port Jervis 14010001 (DELA-1.2) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,14010001,41.372222,-74.697222
Dodge Creek @ Portville 02011001 (DODG-00) [INTENSIVE],05-01-07/05-04-07,22.5 (104),100,Non-toxic,2011001,42.0433,-78.3292
Dodge Creek @ Portville 02011001 (DODG-00) [INTENSIVE],09-05-07/09-07-07,28.2 (152),100,Non-toxic,2011001,42.0433,-78.3292
Dodge Creek @ Portville 02011001 (DODG-00) [INTENSIVE],10-16-07/10-19-07,22.4 (113),100,Non-toxic,2011001,42.0433,-78.3292
Dutch Hollow Brook @ Owasco 07065100 (DUCH-03) [INTENSIVE],04-30-12/05-04-12,22.9 (117),100,Non-toxic,7065100,42.86415863,-76.50804901
Dutch Hollow Brook @ Owasco 07065100 (DUCH-03) [INTENSIVE],09-10-12/09-14-12,25.5 (147),100,Non-toxic,7065100,42.86415863,-76.50804901
Dutch Hollow Brook @ Owasco 07065100 (DUCH-03) [INTENSIVE],10-23-12/10-26-12,17.8 (86),*60,Moderately Toxic,7065100,42.86415863,-76.50804901
Dyke Creek @ Wellsville 04031601 (DYKE-02) [INTENSIVE],06-14-05/06-17-05,26.2 (95),100,Non-toxic,4031601,42.1180555,-77.9413888
Dyke Creek @ Wellsville 04031601 (DYKE-02) [INTENSIVE],07-11-05/07-15-05,23.7 (89),100,Non-toxic,4031601,42.1180555,-77.9413888
Dyke Creek @ Wellsville 04031601 (DYKE-02) [INTENSIVE],10-19-05/10-21-05,24.2 (92),90,Non-toxic,4031601,42.1180555,-77.9413888
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],05-07-09/05-08-09,23.8 (109),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],05-14-14/05-16-14,25.0 (100),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],08-07-14/08-08-14,18.0 (79),80,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],08-25-09/08-28-09,20.8 (125),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],10-28-09/10-30-09,23.8 (149),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],10-29-14/10-31-14,25.0 (119),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Cazenovia Creek @ East Aurora 01033101 (CAZE-E-04C) [INTENSIVE],05-04-11/05-06-11,19.8 (161),100,Non-toxic,1033101,42.75722,-78.645
East Branch Cazenovia Creek @ East Aurora 01033101 (CAZE-E-04C) [INTENSIVE],06-13-11/06-17-11,19.7 (87),100,Non-toxic,1033101,42.75722,-78.645
East Branch Cazenovia Creek @ East Aurora 01033101 (CAZE-E-04C) [INTENSIVE],10-13-11/10-17-11,23.8 (102),100,Non-toxic,1033101,42.75722,-78.645
East Branch Delaware River @ Arkville 14031057 (EDEL-03A) [INTENSIVE],04-06-05/04-08-05,13.9 (55),90,Non-toxic,14031057,42.1611111,-74.6208333
East Branch Delaware River @ Arkville 14031057 (EDEL-03A) [INTENSIVE],07-05-05/07-08-05,29.1 (87),100,Non-toxic,14031057,42.1611111,-74.6208333
East Branch Delaware River @ Arkville 14031057 (EDEL-03A) [INTENSIVE],10-11-05/10-14-05,12.0 (86),100,Non-toxic,14031057,42.1611111,-74.6208333
East Branch Delaware River @ Hancock 14031001 (EDEL-12) [INTENSIVE],04-06-05/04-08-05,15.7 (62),100,Non-toxic,14031001,41.9529,-75.2767
East Branch Delaware River @ Hancock 14031001 (EDEL-12) [INTENSIVE],07-05-05/07-08-05,27.3 (82),90,Non-toxic,14031001,41.9529,-75.2767
East Branch Delaware River @ Hancock 14031001 (EDEL-12) [INTENSIVE],10-11-05/10-14-05,10.8 (78),100,Non-toxic,14031001,41.9529,-75.2767
East Branch Fish Creek @ Taberg 07034103 (FSHO-E-2) [INTENSIVE],05-08-07/05-11-07,27.9 (133),100,Non-toxic,7034103,43.3022222,-75.6183333
East Branch Fish Creek @ Taberg 07034103 (FSHO-E-2) [INTENSIVE],09-10-07/09-14-07,27.8 (103),100,Non-toxic,7034103,43.3022222,-75.6183333
East Branch Fish Creek @ Taberg 07034103 (FSHO-E-2) [INTENSIVE],10-23-07/10-26-07,29.7 (129),100,Non-toxic,7034103,43.3022222,-75.6183333
East Branch Neversink River @ Claryville 14022300 (UNVR-NE-11) [INTENSIVE],04-27-10/04-30-10,16.4 (83),100,Non-toxic,14022300,41.91885,-74.57238
East Branch Neversink River @ Claryville 14022300 (UNVR-NE-11) [INTENSIVE],07-20-10/07-23-10,12.9 (61),90,Non-toxic,14022300,41.91885,-74.57238
East Branch Neversink River @ Claryville 14022300 (UNVR-NE-11) [INTENSIVE],09-22-10/09-24-10,18.7 (97),100,Non-toxic,14022300,41.91885,-74.57238
East Branch Ten Mile River @ Tusten 14012400 (TENR-02) [INTENSIVE],04-28-10/04-30-10,23.2 (117),100,Non-toxic,14012400,41.57109,-75.00911
East Branch Ten Mile River @ Tusten 14012400 (TENR-02) [INTENSIVE],07-??-10/07-30-10,17.3 (88),100,Non-toxic,14012400,41.57109,-75.00911
East Branch Ten Mile River @ Tusten 14012400 (TENR-02) [INTENSIVE],09-22-10/09-24-10,16.3 (85),90,Non-toxic,14012400,41.57109,-75.00911
East Fork Tonawanda Creek @ Johnsburg 01021067 (TONA-02) [INTENSIVE],05-02-11/05-06-11,17.8 (145),100,Non-toxic,1021067,43.00022,-78.19768
East Fork Tonawanda Creek @ Johnsburg 01021067 (TONA-02) [INTENSIVE],06-15-11/06-17-11,24.3 (107),100,Non-toxic,1021067,43.00022,-78.19768
East Fork Tonawanda Creek @ Johnsburg 01021067 (TONA-02) [INTENSIVE],10-11-11/10-14-11,14.9 (67),70,Non-toxic,1021067,43.00022,-78.19768
East Kill @ Jewett Center 12022501 (EAST-01) [INTENSIVE],04-26-06/04-28-06,23.2 (82),100,Non-toxic,12022501,42.2366666,-74.3177777
East Kill @ Jewett Center 12022501 (EAST-01) [INTENSIVE],07-06-06/07-07-06,11.4 (56),90,Non-toxic,12022501,42.2366666,-74.3177777
East Kill @ Jewett Center 12022501 (EAST-01) [INTENSIVE],09-20-06/09-22-06,16.5 (85),100,Non-toxic,12022501,42.2366666,-74.3177777
East Koy Creek @ East Koy 04032102 (EKOY-07) [INTENSIVE],06-14-05/06-17-05,26.5 (96),90,Non-toxic,4032102,42.5355555,-78.0966666
East Koy Creek @ East Koy 04032102 (EKOY-07) [INTENSIVE],07-11-05/07-15-05,21.4 (80),90,Non-toxic,4032102,42.5355555,-78.0966666
East Koy Creek @ East Koy 04032102 (EKOY-07) [INTENSIVE],10-19-05/10-21-05,**4.3 (16),*50,Severely Toxic,4032102,42.5355555,-78.0966666
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],05-02-06/05-05-06,28.5 (108),100,Non-toxic,1041101,42.7122222,-78.9666667
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],07-13-06/07-14-06,22.6 (118),100,Non-toxic,1041101,42.7122222,-78.9666667
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],09-25-06/09-29-06,15.4 (77),100,Non-toxic,1041101,42.7122222,-78.9666667
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],10-18-06/10-20-06,29.6 (130),100,Non-toxic,1041101,42.7122222,-78.9666667
Ellicott Creek @ Williamsville 01022111 (ELLI-10.3) [INTENSIVE],05-09-16/05-13-16,18.7 (113),90,Non-toxic,1022111,42.978056,-78.764167
Ellicott Creek @ Williamsville 01022111 (ELLI-10.3) [INTENSIVE],08-01-16/08-05-16,**8.9 (66),70,Slightly Toxic,1022111,42.978056,-78.764167
Ellicott Creek @ Williamsville 01022111 (ELLI-10.3) [INTENSIVE],10-24-16/10-28-16,20.8 (129),90,Non-toxic,1022111,42.978056,-78.764167
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],05-05-10/05-07-10,23.6 (103),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],06-16-05/06-17-05,27.4 (98),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],07-1-052/07-15-05,29.9 (99),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],07-26-10/07-30-10,**6.6 (35),*40,Severely Toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],09-20-10/09-24-10,22.6 (92),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],10-18-05/10-21-05,20.9 (90),100,Non-toxic,9043105,44.4702777,-75.2330555
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],09-??-12/09-21-12,25.9 (173),100,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],09-18-12/09-21-12,25.9 (173),100,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],1?-??-12/11-02-12,19.6 (119),90,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],10-29-12/11-02-12,19.6 (119),90,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,2012501,42.03240967,-78.80800629
English River @ Cannon Corners 09021502 (ENGL-01) [INTENSIVE],05-03-10/05-07-10,22.3 (97),100,Non-toxic,9021502,44.97525,-73.66306
English River @ Cannon Corners 09021502 (ENGL-01) [INTENSIVE],07-26-10/07-30-10,21.7 (115),100,Non-toxic,9021502,44.97525,-73.66306
English River @ Cannon Corners 09021502 (ENGL-01) [INTENSIVE],09-20-10/09-24-10,24.6 (100),100,Non-toxic,9021502,44.97525,-73.66306
Fall Creek @ Ithaca 07053301 (FALL-06) [INTENSIVE],05-01-12/05-04-12,24.2 (124),100,Non-toxic,7053301,42.45444489,-76.50027466
Fall Creek @ Ithaca 07053301 (FALL-06) [INTENSIVE],09-11-12/09-14-12,21.5 (124),90,Non-toxic,7053301,42.45444489,-76.50027466
Fall Creek @ Ithaca 07053301 (FALL-06) [INTENSIVE],10-24-12/10-26-12,18.2 (88),80,Non-toxic,7053301,42.45444489,-76.50027466
Fish Creek @ Saratoga 11011204 (FISC-03) [INTENSIVE],04-23-12/04-27-12,17.1 (93),100,Non-toxic,11011204,43.095,-73.613056
Fish Creek @ Saratoga 11011204 (FISC-03) [INTENSIVE],09-18-12/09-21-12,18.9 (92),100,Non-toxic,11011204,43.095,-73.613056
Fish Creek @ Saratoga 11011204 (FISC-03) [INTENSIVE],10-29-12/11-02-12,17.0 (96),90,Non-toxic,11011204,43.095,-73.613056
Fivemile Creek @ Ticonderoga 10051802 (FMIL-01) [INTENSIVE],05-14-14/05-16-14,25.1 (100),100,Non-toxic,10051802,43.88089,-73.422795
Fivemile Creek @ Ticonderoga 10051802 (FMIL-01) [INTENSIVE],08-07-14/08-08-14,23.1 (101),100,Non-toxic,10051802,43.88089,-73.422795
Fivemile Creek @ Ticonderoga 10051802 (FMIL-01) [INTENSIVE],10-29-14/10-31-14,25.9 (123),100,Non-toxic,10051802,43.88089,-73.422795
Flint Creek @ Phelps 07043304 (FLNT-07) [INTENSIVE],05-08-07/05-11-07,28.3 (135),90,Non-toxic,7043304,42.945,-77.0894444
Flint Creek @ Phelps 07043304 (FLNT-07) [INTENSIVE],09-12-07/09-14-07,24.5 (90),90,Non-toxic,7043304,42.945,-77.0894444
Flint Creek @ Phelps 07043304 (FLNT-07) [INTENSIVE],10-22-07/10-26-07,20.4 (89),*60,Moderately Toxic,7043304,42.945,-77.0894444
Fourmile Creek @ Porter 03011601 (FOMI-A) [INTENSIVE],05-02-11/05-06-11,26.4 (215),100,Non-toxic,3011601,43.26778,-79.00386
Fourmile Creek @ Porter 03011601 (FOMI-A) [INTENSIVE],06-15-11/06-17-11,27.3 (121),100,Non-toxic,3011601,43.26778,-79.00386
Fourmile Creek @ Porter 03011601 (FOMI-A) [INTENSIVE],10-11-11/10-14-11,20.9 (95),80,Non-toxic,3011601,43.26778,-79.00386
Fulmer Creek @ Mohawk 12011001 (FULM-02) [INTENSIVE],04-27-06/04-28-06,28.9 (102),100,Non-toxic,12011001,43.0102777,-75.0113888
Fulmer Creek @ Mohawk 12011001 (FULM-02) [INTENSIVE],07-06-06/07-07-06,13.9 (68),90,Non-toxic,12011001,43.0102777,-75.0113888
Fulmer Creek @ Mohawk 12011001 (FULM-02) [INTENSIVE],09-19-06/09-22-06,19.4 (100),100,Non-toxic,12011001,43.0102777,-75.0113888
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],04-28-10/04-30-10,25.1 (118),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],07-12-05/07-15-05,23.6 (88),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],07-19-10/07-23-10,20.9 (99),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],10-18-05/10-21-05,21.9 (83),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],N/A,N/A,N/A,N/A,4010003,43.227222,-77.616389
Genesee River @ Scio 04030133 (UGNS-05) [INTENSIVE],06-14-05/06-17-05,22.9 (83),100,Non-toxic,4030133,42.170833,-77.984722
Genesee River @ Scio 04030133 (UGNS-05) [INTENSIVE],07-11-05/07-15-05,21.8 (82),90,Non-toxic,4030133,42.170833,-77.984722
Genesee River @ Scio 04030133 (UGNS-05) [INTENSIVE],10-19-05/10-21-05,23.6 (89),100,Non-toxic,4030133,42.170833,-77.984722
Gidneytown Creek @ Fostertown 13012604 (GIDN-01) [INTENSIVE],04-23-13/04-26-13,21.7 (130),100,Non-toxic,13012604,41.55214,-74.04414
Gidneytown Creek @ Fostertown 13012604 (GIDN-01) [INTENSIVE],07-30-13/08-02-13,16.9 (76),90,Non-toxic,13012604,41.55214,-74.04414
Gidneytown Creek @ Fostertown 13012604 (GIDN-01) [INTENSIVE],10-29-13/11-01-13,19.1 (96),90,Non-toxic,13012604,41.55214,-74.04414
Golden Hill Creek @ Somerset 03011502 (GHIL-1.5) [INTENSIVE],05-09-16/05-13-16,23.9 (114),90,Non-toxic,3011502,43.36561,-78.49772
Golden Hill Creek @ Somerset 03011502 (GHIL-1.5) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,3011502,43.36561,-78.49772
Golden Hill Creek @ Somerset 03011502 (GHIL-1.5) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,3011502,43.36561,-78.49772
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],04-23-12/04-27-12,21.4 (128),100,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],09-??-12/09-21-12,17.5 (117),90,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],09-19-12/09-21-12,17.5 (117),90,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],1?-??-12/11-02-12,20.2 (122),100,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],10-31-12/11-02-12,20.2 (122),100,Non-toxic,2025100,42.09439087,-79.37354279
Great Brook @ Victor 07044100 (GRBR-02) [INTENSIVE],05-01-12/05-04-12,26.4 (135),100,Non-toxic,7044100,42.9793,-77.3915
Great Brook @ Victor 07044100 (GRBR-02) [INTENSIVE],09-10-12/09-14-12,26.7 (154),100,Non-toxic,7044100,42.9793,-77.3915
Great Brook @ Victor 07044100 (GRBR-02) [INTENSIVE],10-24-12/10-26-12,25.4 (122),90,Non-toxic,7044100,42.9793,-77.3915
Great Chazy River @ Altona 10021028 (GCHZ-02B) [INTENSIVE],05-13-14/05-16-14,26.3 (105),100,Non-toxic,10021028,44.912829,-73.639877
Great Chazy River @ Altona 10021028 (GCHZ-02B) [INTENSIVE],08-06-14/08-08-14,17.6 (77),90,Non-toxic,10021028,44.912829,-73.639877
Great Chazy River @ Altona 10021028 (GCHZ-02B) [INTENSIVE],10-28-14/10-31-14,24.2 (115),90,Non-toxic,10021028,44.912829,-73.639877
Great Chazy River @ Altona 10021030 (GCHZ-02) [INTENSIVE],05-04-09/05-08-09,25.2 (115),100,Non-toxic,10021030,44.888889,-73.645278
Great Chazy River @ Altona 10021030 (GCHZ-02) [INTENSIVE],08-25-09/08-28-09,19.6 (117),70,Non-toxic,10021030,44.888889,-73.645278
Great Chazy River @ Altona 10021030 (GCHZ-02) [INTENSIVE],10-26-09/10-30-09,18.8 (118),80,Non-toxic,10021030,44.888889,-73.645278
Great Chazy River @ Champlain 10021006 (GCHZ-03) [INTENSIVE],04-13-04/04-16-04,10.0 (130),100,Non-toxic,10021006,44.986944,-73.449444
Great Chazy River @ Champlain 10021006 (GCHZ-03) [INTENSIVE],08-11-04/08-13-04,18.5 (82),100,Non-toxic,10021006,44.986944,-73.449444
Great Chazy River @ Champlain 10021006 (GCHZ-03) [INTENSIVE],09-28-04/10-01-04,32.1 (108),100,Non-toxic,10021006,44.986944,-73.449444
Green Creek @ West Sayville 17012A01 (GREN-01) [INTENSIVE],08-05-14/08-08-14,25.0 (105),90,Non-toxic,17012A01,40.736338,-73.091945
Green Creek @ West Sayville 17012A01 (GREN-01) [INTENSIVE],10-29-14/10-31-14,24.0 (118),90,Non-toxic,17012A01,40.736338,-73.091945
Green Creek @ West Sayville 17012A01 (GREN-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,17012A01,40.736338,-73.091945
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],04-22-13/04-26-13,16.0 (96),80,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],04-29-08/05-02-08,**5.6 (26),*50,Severely Toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],07-28-08/08-01-08,26.8 (92),80,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],07-30-13/08-02-13,22.3 (100),100,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],10-27-08/10-31-08,26.2 (121),100,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],10-28-13/11-01-13,22.2 (112),100,Non-toxic,16011112,42.26119,-73.47103
Hackensack River @ West Nyack 15012105 (HACK-01) [INTENSIVE],04-29-08/05-02-08,21.8 (103),100,Non-toxic,15012105,41.08654,-73.96228
Hackensack River @ West Nyack 15012105 (HACK-01) [INTENSIVE],07-28-08/08-01-08,31.5 (109),100,Non-toxic,15012105,41.08654,-73.96228
Hackensack River @ West Nyack 15012105 (HACK-01) [INTENSIVE],10-30-08/10-31-08,22.4 (103),100,Non-toxic,15012105,41.08654,-73.96228
Halfway Brook @ Barryville 14011400 (HAFY-01) [INTENSIVE],04-28-10/04-30-10,20.7 (105),90,Non-toxic,14011400,41.47754,-74.9099
Halfway Brook @ Barryville 14011400 (HAFY-01) [INTENSIVE],07-??-10/07-30-10,16.9 (86),100,Non-toxic,14011400,41.47754,-74.9099
Halfway Brook @ Barryville 14011400 (HAFY-01) [INTENSIVE],09-15-10/09-17-10,**12.4 (51),100,Slightly Toxic,14011400,41.47754,-74.9099
Honeoye Creek @ Mendon 04021310 (HONY-10) [INTENSIVE],06-15-05/06-17-05,23.3 (84),100,Non-toxic,4021310,42.983333,-77.600278
Honeoye Creek @ Mendon 04021310 (HONY-10) [INTENSIVE],07-11-05/07-15-05,23.6 (88),90,Non-toxic,4021310,42.983333,-77.600278
Honeoye Creek @ Mendon 04021310 (HONY-10) [INTENSIVE],10-19-05/10-21-05,26.8 (102),100,Non-toxic,4021310,42.983333,-77.600278
Honeoye Creek @ Mendon 04021312 (HONY-11.8) [INTENSIVE],05-12-15/05-15-15,20.5 (90),100,Non-toxic,4021312,42.983607,-77.600098
Honeoye Creek @ Mendon 04021312 (HONY-11.8) [INTENSIVE],08-04-15/08-07-15,**6.7 (28),70,Slightly Toxic,4021312,42.983607,-77.600098
Honeoye Creek @ Mendon 04021312 (HONY-11.8) [INTENSIVE],10-28-15/10-30-15,12.1 (69),80,Non-toxic,4021312,42.983607,-77.600098
Hoosic River @ Eagle Bridge 11021023 (HOOS-10) [INTENSIVE],04-30-07/05-04-07,24.8 (99),100,Non-toxic,11021023,42.951389,-73.391111
Hoosic River @ Eagle Bridge 11021023 (HOOS-10) [INTENSIVE],09-04-07/09-07-07,18.4 (102),100,Non-toxic,11021023,42.951389,-73.391111
Hoosic River @ Eagle Bridge 11021023 (HOOS-10) [INTENSIVE],10-15-07/10-19-07,20.5 (117),100,Non-toxic,11021023,42.951389,-73.391111
Hudson River @ Bethlehem 13010139 (LHUD-??) [ROUTINE],04-30-08/05-02-08,28.7 (135),100,Non-toxic,13010139,42.5477777,-73.7586111
Hudson River @ Bethlehem 13010139 (LHUD-??) [ROUTINE],10-29-08/10-31-08,20.6 (95),90,Non-toxic,13010139,42.5477777,-73.7586111
Hudson River @ Corinth 11010215 (UHUD-01) [ROUTINE],04-23-12/04-27-12,24.9 (136),90,Non-toxic,11010215,43.2486111,-73.8325
Hudson River @ Corinth 11010215 (UHUD-01) [ROUTINE],09-17-12/09-21-12,18.8 (91),100,Non-toxic,11010215,43.2486111,-73.8325
Hudson River @ Corinth 11010215 (UHUD-01) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,11010215,43.2486111,-73.8325
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],04-24-13/04-26-13,16.8 (101),80,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],04-28-08/05-02-08,**1.5 (7),*40,Severely Toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],07-31-13/08-02-13,19.9 (89),100,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],10-29-08/10-31-08,23.9 (110),100,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],10-30-13/11-01-13,20.4 (103),100,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Riparius 11040247 (UHUD-01A) [INTENSIVE],04-23-12/04-27-12,21.5 (118),100,Non-toxic,11040247,43.66166687,-73.89861298
Hudson River @ Riparius 11040247 (UHUD-01A) [INTENSIVE],09-19-12/09-21-12,16.6 (81),100,Non-toxic,11040247,43.66166687,-73.89861298
Hudson River @ Riparius 11040247 (UHUD-01A) [INTENSIVE],10-29-12/11-02-12,21.5 (121),100,Non-toxic,11040247,43.66166687,-73.89861298
Hudson River @ Waterford 11010157 (UHUD-11) [ROUTINE],04-24-12/04-27-12,20.7 (113),100,Non-toxic,11010157,42.7886111,-73.6741667
Hudson River @ Waterford 11010157 (UHUD-11) [ROUTINE],09-17-12/09-21-12,18.9 (92),100,Non-toxic,11010157,42.7886111,-73.6741667
Hudson River @ Waterford 11010157 (UHUD-11) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,11010157,42.7886111,-73.6741667
Hunt Creek @ Hubbardsville 06023201 (HUNC-01) [INTENSIVE],05-05-14/05-09-14,19.6 (95),100,Non-toxic,6023201,42.82640075,-75.46939849
Hunt Creek @ Hubbardsville 06023201 (HUNC-01) [INTENSIVE],07-28-14/08-01-14,29.9 (117),100,Non-toxic,6023201,42.82640075,-75.46939849
